order,seasonal_order,AIC,BIC,test_MAE,test_RMSE,test_MAPE,train_time_s
"(3, 0, 1)","(0, 1, 0, 144)",107396.6317143583,107438.26998668285,101.17738977878813,146.08262719266733,11.218290986516022,1.3688003999996
"(2, 0, 2)","(0, 1, 0, 144)",107397.54404434445,107439.182316669,101.24625064077831,146.46204299340351,11.221249103183244,1.5226925999995728
"(1, 0, 1)","(0, 1, 0, 144)",107418.96715564778,107446.72652814489,101.30009884493691,146.24996911701604,11.23652496920756,0.4279195000017353
"(1, 0, 0)","(0, 1, 0, 144)",109051.18967405712,109072.00959658899,108.18191026032918,158.6429061540953,11.755842582744817,0.28129769999941345
